comment_user,comment,comment_date,likes_number,replies_number
aid███olt███,Living in here! For that price?? Wow,2024-11-18T20:49:03.000Z,1,1
hyl███,In love with that kitchen!,2024-11-16T00:02:50.000Z,1,1
aus███101███lty███,Wow! Congratulations to the homeowner 😍,2024-11-16T03:37:58.000Z,1,1
rob███o.m███pit███,Congrats!!!🔥,2024-11-13T03:46:11.000Z,1,1
liv███nla███gas███,You are on fire girl!!🔥🔥🔥,2024-11-13T15:33:53.000Z,1,1
joa███ome███ami███,You’re on fire!! 🔥🔥🔥,2024-11-12T18:22:53.000Z,1,1
the███lik███up,Yes 🔥🔥🔥 keep em coming,2024-11-11T17:16:06.000Z,1,1
liv███nla███gas███,What a stunning property!!,2024-11-13T15:48:00.000Z,1,1
the███lgi███ich██████,You’re killing it! 🔥👏,2024-10-31T23:30:27.000Z,1,1
the███lik███up,You’re amazing!!!👏👏👏,2024-10-31T16:48:49.000Z,1,1
hyl███,Congratulations! This is a beautiful home!,2024-10-31T12:23:00.000Z,1,1
bce███har███,Why do you half of your plans have an entryway coming into a living room or kitchen with no closet?,2024-11-15T16:26:52.000Z,3,1
_ky███mea███s,@emmavigil cuteness😇😇,2024-11-18T17:02:47.000Z,2,1
lil███cho███,Awwww hi my babies @_laniparks @lindsey_ballema @julia.e.laird,2024-11-08T19:22:48.000Z,3,1
mik███llt███,"That's definitely one of my favorite events, and it's always a pleasure to meet and see wonderful people!",2019-05-06T16:57:20.000Z,2,1
nim███gra███,#marketing #sales #socialselling #socialsales #smallbusiness #smallbiz #SMB #CRM #socialCRM #prospecting #startup #startups #contactmanagement #business #SaaS #Gsuite #O365 #Officece365 #Microsoft #socialmedia #entrepreneur #entrepreneurship #influencer #influencermarketing,2019-05-03T12:13:51.000Z,1,1
ave███sad███,Yay @annweston @olemistrid !! 📚🎓✏️,2024-10-23T16:14:01.000Z,1,1
ddd███ley███,What a panel!!!! Incredible opportunity!! Special shout out @_carolinedoyle - you’re a star! 🫶🏼,2024-10-22T23:08:05.000Z,1,1
mar███nol███_br██████,@agespisa.official a lack of shame with the consumer this here… Book to the inspection,2024-11-30T13:07:49.000Z,0,1
edi███cro███ber██████,👏👏👏,2024-11-30T01:00:03.000Z,1,1
faz███a_j███sal███,"We need a GTA emission system as well. It has 2 occasions that I can't do GTA, because they say the system doesn't work.",2024-11-27T15:14:37.000Z,2,3
que███har███4,Cute!!,2024-11-29T22:14:27.000Z,1,2
edi███ela███rga██████,What is the color? Please!,2024-11-20T16:57:44.000Z,1,1
im3███nis███,Love it 💚🩷✨,2024-11-23T16:33:30.000Z,1,1
mak███byt███,I have them & they’re so good!!! 😍😍😍,2024-11-28T00:00:58.000Z,1,1
mak███bya███ana███,So beautiful,2024-11-19T21:55:48.000Z,1,1
glo███sca███t_r██████,Wow gorgeous 😍🔥❤️,2024-11-18T18:06:08.000Z,1,1
ela███pam███ail███,@tsofii_ I can't! 🫠 Consider,2024-11-15T07:35:11.000Z,2,1
naj███.be███y1,Real Pretty 😍,2024-11-24T18:11:09.000Z,1,1
ms.███ett███e,I want this shade Beautiful.,2024-11-28T15:21:53.000Z,1,1
ult███aut███,one day i'll trust myself to try this,2024-11-11T21:10:44.000Z,3,2
cyn███mua███,I need this.,2024-11-10T13:47:12.000Z,1,1
did███ch2███,she’s an influencaaaaaa,2024-11-09T19:35:39.000Z,2,1
gov███ame███,that black shade is looking real warm medium brown bestie. looks that way on my brows too :\,2024-11-07T07:48:34.000Z,9,1
cro███ant███ark███,And now mascaras in these colors?😍😍,2024-11-05T21:32:31.000Z,3,1
dan███edo███,Omg this is so cute,2024-11-14T22:09:20.000Z,3,1
jdr███er2███,Plz tell me I can purchase these @sephora,2024-11-21T21:05:51.000Z,0,1
_ju███tal███s,"It’s incredible, my new fav👌🏾🫶🏾🙌🏾",2024-11-19T04:05:25.000Z,2,1
myt███hin███s,Gonna try this hack 👍🏼,2024-11-22T16:26:30.000Z,1,1
hau███yhi███,Best best best!!💜🖤,2024-11-10T18:13:22.000Z,1,1
del███e_m███up,Beautiful!!,2024-11-11T23:29:40.000Z,1,1
pin███_cl███,My fave is demolition,2024-11-10T15:15:08.000Z,2,1
fla███ssb███lis███,Setting spray makes a HUGE difference!,2024-11-13T16:06:58.000Z,2,3
lit███miz███rry███,Iconic duo. One of my fav concealer and foundation.,2024-12-01T00:15:28.000Z,1,1
pha███ran███nh8███,"Lipstick colour, pls?",2024-11-20T08:15:20.000Z,2,1
lif███thl███b_,Woww 🔥,2024-11-20T08:12:51.000Z,2,1
mar███oon███ist███,This palette 👏🏽 this whole look 😍,2024-11-17T11:53:12.000Z,3,1
njp███ess███alm██████,Beautiful ❤️,2024-11-15T12:44:29.000Z,1,1
beg███byk███dia███,Stunning 🤩,2024-11-20T09:17:44.000Z,2,1
lai███rii███,The name is @mariaterezabrasil!,2024-12-03T17:54:13.000Z,1,1
mik███ole███,"Mr. Governor, see the need for professionals such as social workers, important for maintaining health policies.",2024-11-18T20:26:24.000Z,1,1
qui███la.███ert███,Congratulations @yasmin.lemes 🩷✨,2024-11-13T00:28:37.000Z,1,1
liv███nla███gas███,Congratulations you are on fire 🔥,2024-11-22T23:03:14.000Z,1,1
the███lgi███ich██████,Congratulations! 🙌,2024-11-12T23:05:47.000Z,1,1
dea███ill███.re█████████,Absolutely beautiful! Those balconies sound like the perfect escape! 😍☀️,2024-11-04T22:09:02.000Z,1,1
the███lik███up,Congrats👏👏❤️,2024-11-04T17:25:42.000Z,1,1
sav███ahs███cer███,I don’t need the sign I need the money 😂 @seth_spencer12,2024-11-12T01:36:07.000Z,18,1
sou███ek7███,The square footage is totally off,2024-11-06T23:46:08.000Z,1,1
and███eze███,biggie on nationals! ily @taylor.ternes,2024-10-30T04:25:04.000Z,1,1
lit███lly███ss,OH MY WORD THANK YOU FOR FEATURING ME AND MY STORY,2024-10-23T22:19:10.000Z,3,1
emm███ers███g,👏🏻🤩 soooo proud of delta omicron!!!,2024-10-22T17:43:36.000Z,2,2
ohs███soc███kar██████,Brooke introduced me to Nimble. I still need to schedule a demo to make sure I’m using it correct. #crm #solopreneur,2019-05-08T16:44:40.000Z,3,2
ash███car███,those your kids @mary.drinkard,2024-10-10T03:27:01.000Z,1,1
kel███and███,👏👏👏,2024-11-29T12:51:15.000Z,1,1
ann███lyc███alh███,👏👏👏,2024-11-29T12:44:26.000Z,1,1
lay███mat███,👏👏👏👏,2024-11-28T12:48:17.000Z,1,1
dri███aju███o,Important initiative and commitment to strengthening tourism in Piauí! These meetings are essential to boost the sector and put our state highlighted nationally and internationally. Success in implementing these strategic actions!,2024-11-27T21:43:39.000Z,2,1
dri███aju███o,👏👏👏👏👏,2024-11-27T21:40:01.000Z,2,1
dan███_pi███10,Obg for paying this tribute to my godfather 💔💔,2024-11-29T16:24:55.000Z,2,2
lor███gui███do,Omg!!! I love this! 🏃‍♀️🫶,2024-11-06T05:32:57.000Z,6,1
kar███ran███ake███,I want everyone !!! 😍,2024-11-25T20:24:04.000Z,1,1
you███ej3███,@nyxcosmetics send me some products please🥹💕,2024-11-25T17:09:29.000Z,1,1
sel███_lu███cos███,Love it 😍❤️❤️,2024-11-24T13:42:10.000Z,1,1
mit███hem███y,Need it for sparkle season,2024-11-27T17:44:27.000Z,1,1
inf███nti███wom███,Your skin is beautiful. Aww😍,2024-11-21T22:44:09.000Z,3,1
gab███ave███,Can I combine the two…🤭💚🩷,2024-11-23T00:29:43.000Z,3,1
bek███nne███,The only things i want on my plate 😆🤌🏼👏🏼,2024-11-17T03:37:41.000Z,1,1
usr███me3███,Loveeee❤️❤️❤️,2024-11-21T20:26:40.000Z,2,1
ult███aut███,we think we've seen this before 🤭,2024-11-19T19:55:17.000Z,6,1
ult███aut███,you're a true friend,2024-11-11T21:10:24.000Z,1,1
nen███ayd███,Can I get a bag handed to me 😮😍,2024-11-10T03:30:14.000Z,1,1
boo███oli███1,"All I can think is....all of the people who will be buying actual glue to use it as a ""life hack' after seeing this 😂",2024-11-19T15:30:47.000Z,16,1
mod███nom███,The site has been down for 2 days. Do you have an update?,2024-11-25T20:07:23.000Z,1,1
may███ale███_5,I think its LANEIGE,2024-11-30T21:34:01.000Z,1,1
and███riv███e_o█████████,Mine came with a shadow shattered all over the palette. =(,2024-11-07T23:50:41.000Z,1,1
sty███pti███t,My favorite setting spray!😍,2024-12-02T05:56:17.000Z,1,1
sel███tar███,My favorite foundation!!!!! And it’s on sale!! Stocking up rn ❤️,2024-11-23T06:01:27.000Z,1,1
glo███hta███,My fav foundation,2024-11-18T22:12:52.000Z,1,1
mak███byc███an,Amazing colours for bridal makeup and festival makeup 😎  I should have all of them.,2024-11-27T14:01:11.000Z,1,1
pop███own███n,Amazing 😍😍😍😍,2024-11-25T18:14:07.000Z,1,1
min███bay███aut███,The best 🔥,2024-11-23T17:47:14.000Z,1,1
mar███_tu███ial███,Loving this so cute ✨,2024-11-13T03:56:51.000Z,3,1
kay███ilt███d,This lineup 👏🔥,2024-11-08T18:57:48.000Z,1,1
___███eov███by_█████████,Beautiful,2024-11-22T17:45:02.000Z,1,1
mak███bya███ana███,So pretty,2024-11-24T23:40:24.000Z,1,1
oxf███shi███rid█████████mak██████,The best collection,2024-11-24T08:31:29.000Z,1,2
mis███ath███ria███,Very pretty,2024-11-15T03:08:42.000Z,1,1
che███.gl███,The eyeshadow sticks Apply so beautiful warming them up first will get a better payoff🔥,2024-11-23T14:45:44.000Z,2,1
its███roa███,Yes I love using nars on my clients!  The best 👏🏻,2024-11-22T11:16:38.000Z,2,1
car███neb███.co██████,You’re killing it! 👏,2024-11-22T02:48:02.000Z,1,1
liv███nla███gas███,Whoa!!! What a stunning property!!😍,2024-11-13T15:32:15.000Z,2,1
joa███ome███ami███,Congrats Kristee!!👏🥂,2024-11-12T18:21:23.000Z,1,1
fur███sfa███ous███,Bought the dirt!! Now I’m ready for this encouragement!! 👏👏,2024-11-13T18:51:25.000Z,2,4
son███lol███,I spy my best friend !!! 💙✨ @emmalee.evans,2024-11-18T23:37:00.000Z,2,1
ann███ott███,Hiiiiii @anabelbakala ily💙🩵,2024-11-15T16:19:01.000Z,1,1
lyd███str███lan███,hi @karlieandrewss !!! 💙💙,2024-11-02T21:56:32.000Z,2,1
are███ch,Awesome bunch of people and team @nimblegram rock,2018-07-31T19:39:18.000Z,1,1
zac███lne███,Awesome! With dedication anything is possible! 🙌🏼,2018-05-24T22:07:35.000Z,1,1
mil███kim███lya███,@_carolinedoyle is also a fantastic collegiate volunteer while pursuing grad school! 💛💙,2024-10-23T04:17:10.000Z,3,1
ann███lan███am,YESSS my inspo @_carolinedoyle,2024-10-22T22:00:21.000Z,2,1
mil███kim███lya███,Tri Delta housing staff is the BEST! ❤️ to @sweet_sarahndippity,2024-10-21T17:42:57.000Z,3,2
sar███tod███,My Queen @sanjana.siv,2024-10-21T18:05:57.000Z,1,1
azu███gil███e,@umainetridelta miss y’all so much🩵💛,2024-10-16T16:35:36.000Z,1,2
hei███ues███,Q 1: Support  Q2: Grateful,2024-11-12T18:52:43.000Z,1,1
lay███mat███,👏👏👏👏👏,2024-11-29T12:51:47.000Z,1,1
pre███obe███,It's about it👏🏼👏🏼👏🏼! Let's follow 👏👏👏,2024-11-29T12:48:37.000Z,1,1
vil███cam███,👏👏👏👏,2024-11-28T12:43:32.000Z,1,1
lau███lor███,OH SHE IS STUNNING @blondie.fro,2024-11-29T05:02:52.000Z,0,1
ugc███lau███,Want / need it allll,2024-11-27T14:02:04.000Z,1,1
beg███byk███dia███,They are so good 😍,2024-11-19T22:35:14.000Z,1,1
ale███mic███emu███,What colors are included in the nude & pink/red home alone kit I don’t want to buy duplicates @nyxcosmetics,2024-12-02T18:07:51.000Z,0,1
sna███gab███gc,i want them all 😍😍,2024-11-21T15:54:12.000Z,2,1
ide███tyc███ers█████████up,Love this,2024-11-20T20:13:31.000Z,1,2
iam███dye███it,"Personally, I'd be extremely thankful if I got this. The buttermelt blush and bronzer alone is just top tier",2024-11-29T14:10:15.000Z,1,1
ftp███i66███,SONG??!!!😍,2024-11-18T10:19:25.000Z,6,1
sha███ki,"This came out perfect @anjalimehta92 ❤️ Happy Diwali, 🪔 hope it’s a wonderful year ahead ✨",2024-11-01T16:28:28.000Z,1,1
mim███lif███yyl███,The best.,2024-11-15T19:50:22.000Z,1,1
nic███.ne███n19███,"I have oily skin, and I have such a hard time finding one. I just wanna have a velvety matte skin!! And for not have my makeup separate",2024-11-17T12:49:28.000Z,1,2
ste███nie███ain██████,I have been wanting to try this😍 you look amazing ✨,2024-11-05T02:28:19.000Z,1,1
lyn███yli███ndb██████,My favourite liners of all time 🔥💜🙌🖤,2024-11-16T11:58:30.000Z,1,1
mit███hem███y,The nicest combo,2024-11-20T21:37:04.000Z,2,1
beg███byk███dia███,Stunning shade 😍,2024-11-20T08:57:56.000Z,2,1
tin███265███,Perfect,2024-11-25T13:42:26.000Z,1,1
tha███on_███nco███,Okay to do the PI-240 that needs a lot,2024-11-23T14:24:24.000Z,2,1
ab_███il4███,Jaundice thinking 😂😂😂😂😂,2024-12-12T09:15:48.000Z,3,1
hov███lor███97,There is no need for him to be happy Na there is no seat left in parliament na only plastic chair remain.,2024-12-12T13:03:30.000Z,4,4
mar███ayy███,"@senyohosi, and if she goes, what does she lose? What wrong has she done or she is not up to the job?",2024-12-12T11:24:06.000Z,1,1
oye███ado███,This is all EC fault...how many more days of confusion????? We have never experienced this before,2024-12-12T12:06:34.000Z,1,1
thi███mic███lru██████,I see you still swinging off that back foot @jruss0825,2024-11-01T00:42:03.000Z,2,1
lil███umm███,😒,2024-12-06T02:16:24.000Z,5,1
dan███val███uel█████████,This brutal one was a beast,2024-12-01T14:18:18.000Z,1,1
car███as7███9,I HAVE M1 do i need an M2 ???,2024-11-30T23:17:26.000Z,1,2
don███ave███24,Nana Addo has destroyed the NPP and he's the cause of the NPP'S humiliating defeat ever in the history of the Fourth Republic,2024-12-12T11:22:02.000Z,5,1
